FID,CITY_NAME,CITY_ENG,OSTAN_NAME
559,نيمور,Nimvar,مركزي
560,بروجرد,Borujerd,لرستان
561,دليجان,Delijan,مركزي
562,دهق,Dehaq,اصفهان
563,علويچه,Alavicheh,اصفهان
564,وزوان,Vezvan,اصفهان
565,ميمه,Meymeh,اصفهان
566,اردستان,Ardestan,اصفهان
567,زواره,Zavareh,اصفهان
568,مهاباد,Mahabad,اصفهان
569,بادرود,Badrud,اصفهان
570,خالدآباد,Khaledabad,اصفهان
571,نطنز,Natanz,اصفهان
572,قمصر,Qamsar,اصفهان
573,ابوزيدآباد,Abuzeydabad,اصفهان
574,كاشان,Kashan,اصفهان
575,ازگله,Azgeleh,كرمانشاه
576,سرپل ذهاب,Sarpol-e Zahab,كرمانشاه
577,كرندغرب,Kerend-e Gharb,كرمانشاه
578,گهواره,Gahvareh,كرمانشاه
579,تازه آباد,Tazehabad,كرمانشاه
580,باينگان,Bayangan,كرمانشاه
581,جوانرود,Javanrud,كرمانشاه
582,قصرشيرين,Qasreshirin,كرمانشاه
583,گيلانغرب,Gilanegharb,كرمانشاه
584,سرمست,Sarmast,كرمانشاه
585,اسلام آبادغرب,Eslamabad-e Gharb,كرمانشاه
586,روانسر,Ravansar,كرمانشاه
587,رباط,Robat,كرمانشاه
588,اسدآباد,Asadabad,همدان
589,نهاوند,Nahavand,همدان
590,فرسفج,Farsfaj,همدان
591,تويسركان,Tuyserkan,همدان
592,سركان,Serkan,همدان
593,لالجين,Lalehjin,همدان
594,بهار,Bahar,همدان
595,ازندريان,Azandariyan,همدان
596,سامن,Samen,همدان
597,اشترينان,Oshtorinan,لرستان
598,ملاير,Malayer,همدان
599,زنگنه,Zanganeh,همدان
600,قهاوند,Qahavand,همدان
601,ميلاجرد,Milajerd,مركزي
602,كميجان,Komijan,مركزي
603,مهاجران,Mohajeran,مركزي
604,فرمهين,Farmahin,مركزي
605,آشتيان,Ashtiyan,مركزي
606,تفرش,Tafresh,مركزي
607,جعفريه,Jafariyeh,قم
608,مشكات,Meshkat,اصفهان
609,سفيدشهر,Sefidshahr,اصفهان
610,مريوان,Marivan,كردستان
611,پاوه,Paveh,كرمانشاه
612,نودشه,Nodesheh,كرمانشاه
613,نوسود,Nowsud,كرمانشاه
614,آرمرده,Armardeh,كردستان
615,بوئين سفلي,Bueen-e Sofla,كردستان
616,بانه,Baneh,كردستان
617,سروآباد,Sarvabad,كردستان
618,چناره,Chenareh,كردستان
619,شويشه,Shoveysheh,كردستان
620,سنندج,Sanandaj,كردستان
621,ديواندره,Divandarreh,كردستان
622,دهگلان,Dehgolan,كردستان
623,بابارشاني,Babarshani,كردستان
624,سريش آباد,Serishabad,كردستان
625,كبودرآهنگ,Kabudarahang,همدان
626,فامنين,Famenin,همدان
627,قروه درجزين,Qorvehdarjazin,همدان
628,رزن,Razan,همدان
629,آوج,Avaj,قزوين
630,آبگرم,Abgarm,قزوين
631,سگزآباد,Sagzabad,قزوين
632,ساوه,Saveh,مركزي
633,مأمونيه,Mamuniyeh,مركزي
634,زاويه,Zaviyeh,مركزي
635,پرندك,Parandak,مركزي
636,شهرجديدهشتگرد,Shahr-e Jadid-e Hashtgerd,تهران
637,كوهسار,Kuhsar,تهران
638,چهارباغ,Chaharbagh,تهران
639,انديشه,Andisheh,تهران
640,شهريار,Shahriyar,تهران
641,ملارد,Malard,تهران
642,باغستان,Baghestan,تهران
643,خشكرود,Khoshkrud,مركزي
644,تنكمان,Tankaman,تهران
645,سيف آباد,Seyfabad,تهران
646,درجزين,Darjazin,سمنان
647,لاي بيد,Laybid,اصفهان
648,دلگشا,Delgosha,ايلام
649,گرگاب,Gorgab,اصفهان
650,قطور,Qotur,آذربايجان غربي
651,سهرورد,Sohrevard,زنجان
652,سلفچگان,Salafchegan,قم
653,قهجاورستان,Qahjaverestan,اصفهان
654,هشتجين,Hashtjin,اردبيل
655,آقكند,Aqkand,آذربايجان شرقي
656,فومن,Fuman,گيلان
657,مرجقل,Marjaqal,گيلان
658,بازارجمعه,Bazarjomeh,گيلان
659,كورائيم,Kurayim,اردبيل
660,گيوي,Givi,اردبيل
661,خلخال,Khalkhal,اردبيل
662,كلور,Kolur,اردبيل
663,هشتپر,Hashtpar,گيلان
664,اسالم,Asalem,گيلان
665,پره سر,Parehsar,گيلان
666,رضوانشهر,Rezvanshahr,گيلان
667,ماسال,Masal,گيلان
668,گوراب زرميخ,Gurabzarmikh,گيلان
669,صومعه سرا,Sumehsara,گيلان
670,شفت,Shaft,گيلان
671,احمدسرگوراب,Ahmad Sargurab,گيلان
672,چوبر,Chubar,گيلان
673,ماسوله,Masuleh,گيلان
674,زرنق,Zarnaq,آذربايجان شرقي
675,كليبر,Kalibar,آذربايجان شرقي
676,هوراند,Horand,آذربايجان شرقي
677,لاهرود,Lahrud,اردبيل
678,مشگين شهر,Meshginshahr,اردبيل
679,اهر,Ahar,آذربايجان شرقي
680,هريس,Haris,آذربايجان شرقي
681,ورزقان,Varzeqan,آذربايجان شرقي
682,مهربان,Mehraban,آذربايجان شرقي
683,كلوانق,Kelvanaq,آذربايجان شرقي
684,بخشايش,Bakhshayesh,آذربايجان شرقي
685,نير,Nir,اردبيل
686,خواجه,Khajeh,آذربايجان شرقي
687,ليلان,Leylan,آذربايجان شرقي
688,خسروشهر,Khosrowshahr,آذربايجان شرقي
689,ايلخچي,Ilkhchi,آذربايجان شرقي
690,اسكو,Osku,آذربايجان شرقي
691,ممقان,Mamaqan,آذربايجان شرقي
692,گوگان,Gowgan,آذربايجان شرقي
693,قوشچي,Qushchi,آذربايجان غربي
694,نوشين,Nushin,آذربايجان غربي
695,باسمنج,Basmanj,آذربايجان شرقي
696,آذرشهر,Azarshahr,آذربايجان شرقي
697,اشنويه,Oshnaviyeh,آذربايجان غربي
698,عجب شير,Ajabshir,آذربايجان شرقي
699,بناب,Bonab,آذربايجان شرقي
700,مراغه,Maragheh,آذربايجان شرقي
701,ملكان,Malakan,آذربايجان شرقي
702,چهاربرج,Chaharborj,آذربايجان غربي
703,رضي,Razi,اردبيل
704,آبي بيگلو,Abibeyglu,اردبيل
705,عنبران,Anbaran,اردبيل
706,نمين,Namin,اردبيل
707,هير,Hir,اردبيل
708,سرعين,Sareyn,اردبيل
709,آواجيق,Avajiq,آذربايجان غربي
710,ماكو,Maku,آذربايجان غربي
711,شوط,Shut,آذربايجان غربي
712,بازرگان,Bazargan,آذربايجان غربي
713,سيه چشمه,Siyahcheshmeh,آذربايجان غربي
714,كوهين,Kuhin,قزوين
715,تاكستان,Takestan,قزوين
716,ارداق,Ardaq,قزوين
717,محمودآبادنمونه,Mahmudabad-e Nemuneh,قزوين
718,اقباليه,Eqbaliyeh,قزوين
719,قزوين,Qazvin,قزوين
720,الوند,Alvand,قزوين
721,بيدستان,Bidestan,قزوين
722,محمديه,Mohammadiyeh,قزوين
723,خاكعلي,Khakali,قزوين
724,آبيك,Abyek,قزوين
725,طالقان,Taleqan,تهران
726,معلم كلايه,Moalemkelayeh,قزوين
727,رازميان,Razmiyan,قزوين
728,لوشان,Lowshan,گيلان
729,بره سر,Barehsar,گيلان
730,جيرنده,Jirandeh,گيلان
731,توتكابن,Tutkabon,گيلان
732,ديلمان,Deylaman,گيلان
733,شاهين دژ,Shahindezh,آذربايجان غربي
734,محمودآباد,Mahmudabad,آذربايجان غربي
735,زرينه,Zarrineh,كردستان
736,تكاب,Takab,آذربايجان غربي
737,ماه نشان,Mahneshan,زنجان
738,دندي,Dandi,زنجان
739,ياسوكند,Yasukand,كردستان
740,اميركلا,Amirkala,مازندران
741,بابل,Babol,مازندران
742,كياكلا,Kiyakola,مازندران
743,كله بست,Kalehbast,مازندران
744,زرگرمحله,Zargarmahalleh,مازندران
745,بهنمير,Behnamir,مازندران
746,گتاب,Gatab,مازندران
747,جويبار,Juybar,مازندران
748,قائم شهر,Qaemshahr,مازندران
749,ساري,Sari,مازندران
750,سورك,Surak,مازندران
751,نكا,Neka,مازندران
752,رستمكلا,Rostamkola,مازندران
753,بهشهر,Behshahr,مازندران
754,گلوگاه,Galugah,مازندران
755,نوكنده,Nowkandeh,گلستان
756,كوهي خيل,Kuhikheyl,مازندران
757,مرزيكلا,Marzikela,مازندران
758,شيرگاه,Shirgah,مازندران
759,زيرآب,Zirab,مازندران
760,پل سفيد,Polsefid,مازندران
761,گلوگاه,Galugah,مازندران
762,فريم,Farim,مازندران
763,كياسر,Kiyasar,مازندران
764,خوش رودپي,Khoshrudpey,مازندران
765,خليل شهر,Khalilshahr,مازندران
766,آلاشت,Alasht,مازندران
767,چورزق,Chavarzaq,زنجان
768,رستم آباد,Rostamabad,گيلان
769,زرين آباد,Zarrinabad,زنجان
770,سيردان,Sirdan,قزوين
771,حلب,Halab,زنجان
772,سجاس,Sojas,زنجان
773,قيدار,Qeydar,زنجان
774,آب بر,Abbar,زنجان
775,سلطانيه,Soltaniyeh,زنجان
776,صائين قلعه,Saeenqaleh,زنجان
777,هيدج,Hidaj,زنجان
778,خرمدره,Khorramdarreh,زنجان
779,ابهر,Abhar,زنجان
780,منجيل,Manjil,گيلان
781,رودبار,Rudbar,گيلان
782,خمام,Khomam,گيلان
783,سنگر,Sangar,گيلان
784,لاهيجان,Lahijan,گيلان
785,خشكبيجار,Khoshkebijar,گيلان
786,لشت نشاء,Lasht-e nesha,گيلان
787,كياشهر,Kiyashahr,گيلان
788,كوچصفهان,Kuchesfahan,گيلان
789,سياهكل,Siyahkal,گيلان
790,آستانه اشرفيه,Astaneh-ye Ashrafiyeh,گيلان
791,رودبنه,Rudbeneh,گيلان
792,لنگرود,Langerud,گيلان
793,كومله,Komoleh,گيلان
794,شلمان,Shalman,گيلان
795,اطاقور,Otaqvar,گيلان
796,املش,Amlash,گيلان
797,رانكوه,Rankuh,گيلان
798,رحيم آباد,Rahimabad,گيلان
799,سلماس,Salmas,آذربايجان غربي
800,تازه شهر,Tazehshahr,آذربايجان غربي
801,خوي,Khoy,آذربايجان غربي
802,فيرورق,Firuraq,آذربايجان غربي
803,ايواوغلي,Eyvoghli,آذربايجان غربي
804,خاروانا,Kharvana,آذربايجان شرقي
805,زنوز,Zonuz,آذربايجان شرقي
806,بناب جديد,Bonab-e Jadid,آذربايجان شرقي
807,صوفيان,Sufiyan,آذربايجان شرقي
808,سيس,Sis,آذربايجان شرقي
809,شبستر,Shabestar,آذربايجان شرقي
810,يامچي,Yamchi,آذربايجان شرقي
811,كشكسراي,Koshksaray,آذربايجان شرقي
812,خامنه,Khameneh,آذربايجان شرقي
813,شندآباد,Shendabad,آذربايجان شرقي
814,كوزه كنان,Kuzehkonan,آذربايجان شرقي
815,شرفخانه,Sharafkhaneh,آذربايجان شرقي
816,تسوج,Tasuj,آذربايجان شرقي
817,هاديشهر,Hadishahr,آذربايجان شرقي
818,جلفا,Jolfa,آذربايجان شرقي
819,قره ضياءالدين,Qarahziyaaddin,آذربايجان غربي
820,سيه رود,Siyahrud,آذربايجان شرقي
821,سردرود,Sardrud,آذربايجان شرقي
822,وايقان,Vayqan,آذربايجان شرقي
823,جعفرآباد,Jafarabad,اردبيل
824,بيله سوار,Bilehsowar,اردبيل
825,گرمي,Germi,اردبيل
826,آمل,Amol,مازندران
827,كلاردشت,Kelardasht,مازندران
828,مرزن آباد,Marzanabad,مازندران
829,بلده,Baladeh,مازندران
830,دابودشت,Dabudasht,مازندران
831,چمستان,Chamestan,مازندران
832,پلدشت,Poldasht,آذربايجان غربي
833,اصلاندوز,Aslanduz,اردبيل
834,پارس آباد,Parsabad,اردبيل
835,آبش احمد,Abeshahmad,آذربايجان شرقي
836,خمارلو,Khomarlu,آذربايجان شرقي
837,سرو,Sero,آذربايجان غربي
838,سيلوانه,Silvaneh,آذربايجان غربي
839,نظركهريزي,Nazarkahrizi,آذربايجان شرقي
840,خراجو,Kharaju,آذربايجان شرقي
841,قره آغاج,Qarahaghaj,آذربايجان شرقي
842,ترك,Tark,آذربايجان شرقي
843,ميانه,Miyaneh,آذربايجان شرقي
844,سراب,Sarab,آذربايجان شرقي
845,تركمانچاي,Torkamanchay,آذربايجان شرقي
846,هشترود,Hashtrud,آذربايجان شرقي
847,تيكمه داش,Tikmedash,آذربايجان شرقي
848,بستان آباد,Bostanabad,آذربايجان شرقي
849,شربيان,Sharabiyan,آذربايجان شرقي
850,دوزدوزان,Duzduzan,آذربايجان شرقي
851,ربط,Rabat,آذربايجان غربي
852,كاني سور,Kanisur,كردستان
853,پيرانشهر,Piranshahr,آذربايجان غربي
854,مياندوآب,Miyandoab,آذربايجان غربي
855,بوكان,Bukan,آذربايجان غربي
856,سقز,Saqez,كردستان
857,نالوس,Nalus,آذربايجان غربي
858,نقده,Naqadeh,آذربايجان غربي
859,محمديار,Mohammadyar,آذربايجان غربي
860,گردكشانه,Gerdkeshaneh,آذربايجان غربي
861,مهاباد,Mahabad,آذربايجان غربي
862,ميرآباد,Mirabad,آذربايجان غربي
863,سردشت,Sardasht,آذربايجان غربي
864,صاحب,Saheb,كردستان
865,سيمينه,Simineh,آذربايجان غربي
866,كشاورز,Keshavarz,آذربايجان غربي
867,باروق,Baroq,آذربايجان غربي
868,تازه كندانگوت,Tazehkand-e Ongut,اردبيل
869,مرند,Marand,آذربايجان شرقي
870,سهند,Sahand,آذربايجان شرقي
871,ديزج ديز,Dizaj-e Diz,آذربايجان غربي
872,شريفيه,Sharifiyeh,قزوين
873,فخرآباد,Fakhrabad,اردبيل
874,اردبيل,Ardebil,اردبيل
875,اروميه,Orumiyeh,آذربايجان غربي
876,رشت,Rasht,گيلان
877,زنجان,Zanjan,زنجان
878,قم,Qom,قم
879,كرهرود,Karhrud,مركزي
880,اراك,Arak,مركزي
881,همدان,Hamedan,همدان
882,كرمانشاه,Kermanshah,كرمانشاه
883,خرم آباد,Khorramabad,لرستان
884,تازه كند,Tazehkand,اردبيل
885,سراب باغ,Sarabbagh,ايلام
886,شاهو,Shahu,كرمانشاه
887,بندرگز,Bandar-e Gaz,گلستان
888,لوندويل,Lavandevil,گيلان
889,حويق,Haviq,گيلان
890,ليسار,Lisar,گيلان
891,بندرانزلي,Bandar-e Anzali,گيلان
892,رودسر,Rudsar,گيلان
893,كلاچاي,Kelachay,گيلان
894,واجارگاه,Vajargah,گيلان
895,چابكسر,Chaboksar,گيلان
896,رامسر,Ramsar,مازندران
897,كتالم وسادات شهر,Katalom va Sadatshahr,مازندران
898,تنكابن,Tonekabon,مازندران
899,خرم آباد,Khorramabad,مازندران
900,شيرود,Shirud,مازندران
901,نشتارود,Nashtarud,مازندران
902,عباس آباد,Abbasabad,مازندران
903,سلمان شهر,Salmanshahr,مازندران
904,چالوس,Chalus,مازندران
905,كلارآباد,Kelarabad,مازندران
906,نوشهر,Nowshahr,مازندران
907,رويان,Royan,مازندران
908,نور,Nur,مازندران
909,ايزدشهر,Izadshahr,مازندران
910,محمودآباد,Mahmudabad,مازندران
911,فريدونكنار,Fereydunkenar,مازندران
912,سرخرود,Sorkhrud,مازندران
913,بابلسر,Babolsar,مازندران
914,كاريز,Kariz,خراسان رضوي
915,اسفدن,Esfeden,خراسان جنوبي
916,جندق,Jandaq,اصفهان
917,سربيشه,Sarbisheh,خراسان جنوبي
918,يونسي,Yunesi,خراسان رضوي
919,بجستان,Bajestan,خراسان رضوي
920,بيدخت,Beydokht,خراسان رضوي
921,قاسم آباد,Qasemabad,خراسان رضوي
922,جنگل,Jangal,خراسان رضوي
923,سلامي,Salami,خراسان رضوي
924,بايگ,Bayg,خراسان رضوي
925,كدكن,Kadkan,خراسان رضوي
926,رباط سنگ,Robatsang,خراسان رضوي
927,ملك آباد,Malekabad,خراسان رضوي
928,فريمان,Fariman,خراسان رضوي
929,قلندرآباد,Qalandarabad,خراسان رضوي
930,آيسك,Ayask,خراسان جنوبي
931,دولت آباد,Dowlatabad,خراسان رضوي
932,اسديه,Asadiyeh,خراسان جنوبي
933,مود,Mud,خراسان جنوبي
934,خوسف,Khosf,خراسان جنوبي
935,خور,Khur,اصفهان
936,طبس,Tabas,يزد
937,ديهوك,Deyhuk,يزد
938,بشرويه,Boshruyeh,خراسان جنوبي
939,سه قلعه,Sehqaleh,خراسان جنوبي
940,سرايان,Sarayan,خراسان جنوبي
941,نيمبلوك,Nimboluk,خراسان جنوبي
942,قائن,Qaen,خراسان جنوبي
943,آرين شهر,Aryanshahr,خراسان جنوبي
944,زهان,Zahan,خراسان جنوبي
945,حاجي آباد,Hajiabad,خراسان جنوبي
946,عشق آباد,Eshqabad,يزد
947,فردوس,Ferdows,خراسان جنوبي
948,اسلاميه,Eslamiyeh,خراسان جنوبي
949,كاخك,Kakhk,خراسان رضوي
950,گناباد,Gonabad,خراسان رضوي
951,فيض آباد,Feyzabad,خراسان رضوي
952,خضري دشت بياض,Khezri-ye Dasht-e Bayaz,خراسان جنوبي
953,رشتخوار,Roshtkhar,خراسان رضوي
954,باخرز,Bakharz,خراسان رضوي
955,تايباد,Taybad,خراسان رضوي
956,خواف,Khaf,خراسان رضوي
957,سنگان,Sangan,خراسان رضوي
958,مشهدريزه,Mashhadrizeh,خراسان رضوي
959,نشتيفان,Nashtifan,خراسان رضوي
960,محمدشهر,Mohammadshahr,خراسان جنوبي
961,ريوش,Riyush,خراسان رضوي
962,خليل آباد,Khalilabad,خراسان رضوي
963,كاشمر,Kashmar,خراسان رضوي
964,كندر,Kondor,خراسان رضوي
965,بردسكن,Bardaskan,خراسان رضوي
966,انابد,Anabod,خراسان رضوي
967,ششتمد,Sheshtamad,خراسان رضوي
968,تربت حيدريه,Torbat-e Heydariyeh,خراسان رضوي
969,فرهادگرد,Farhadgerd,خراسان رضوي
970,تربت جام,Torbat-e Jam,خراسان رضوي
971,نيل شهر,Nilshahr,خراسان رضوي
972,نصرآباد,Nasrabad,خراسان رضوي
973,صالح آباد,Salehabad,خراسان رضوي
974,سفيدسنگ,Sefidsang,خراسان رضوي
975,احمدآبادصولت,Ahmadabad-e Sowlat,خراسان رضوي
976,حصارگرمخان,Hesargarmkhan,خراسان شمالي
977,لوجلي,Lojali,خراسان شمالي
978,باجگيران,Bajgiran,خراسان رضوي
979,شيروان,Shirvan,خراسان شمالي
980,اسفراين,Esfarayen,خراسان شمالي
981,فاروج,Faruj,خراسان شمالي
982,پيش قلعه,Pishqaleh,خراسان شمالي
983,راز,Raz,خراسان شمالي
984,بجنورد,Bojnurd,خراسان شمالي
985,مراوه تپه,Maravehtappeh,گلستان
986,آشخانه,Ashkhaneh,خراسان شمالي
987,قاضي,Qazi,خراسان شمالي
988,شوقان,Showqan,خراسان شمالي
989,سنخواست,Sankhast,خراسان شمالي
990,اينچه برون,Inchehborun,گلستان
991,گميش تپه,Gomishtappeh,گلستان
992,سيمين شهر,Siminshahr,گلستان
993,آق قلا,Aqqala,گلستان
994,انبارآلوم,Anbaralum,گلستان
995,خان ببين,Khanbebin,گلستان
996,دلند,Daland,گلستان
997,راميان,Ramiyan,گلستان
998,آزادشهر,Azadshahr,گلستان
999,نوده خاندوز,Nowdeh Khanduz,گلستان
1000,نگين شهر,Neginshahr,گلستان
1001,گنبدكاووس,Gonbad-e Kavows,گلستان
1002,مينودشت,Minudasht,گلستان
1003,گاليكش,Galikesh,گلستان
1004,كلاله,Kalaleh,گلستان
1005,شاهرود,Shahrud,سمنان
1006,سرخنكلاته,Sorkhankalateh,گلستان
1007,ديباج,Dibaj,سمنان
1008,دامغان,Damghan,سمنان
1009,مجن,Mojen,سمنان
1010,بسطام,Bastam,سمنان
1011,كلاته خيج,Kalateh-ye Khij,سمنان
1012,علي آباد,Aliabad,گلستان
1013,فاضل آباد,Fazelabad,گلستان
1014,بندرتركمن,Bandar-e Torkaman,گلستان
1015,كردكوي,Kordkuy,گلستان
1016,ميامي,Mayamey,سمنان
1017,درق,Daraq,خراسان شمالي
1018,بيارجمند,Biyarjomand,سمنان
1019,قوچان,Quchan,خراسان رضوي
1020,نوخندان,Nowkhandan,خراسان رضوي
1021,درگز,Daregaz,خراسان رضوي
1022,چاپشلو,Chapeshlu,خراسان رضوي
1023,لطف آباد,Lotfabad,خراسان رضوي
1024,صفي آباد,Safiabad,خراسان شمالي
1025,نقاب,Neqab,خراسان رضوي
1026,جغتاي,Joghatay,خراسان رضوي
1027,سلطان آباد,Soltanabad,خراسان رضوي
1028,سبزوار,Sabzevar,خراسان رضوي
1029,روداب,Rudab,خراسان رضوي
1030,داورزن,Davarzan,خراسان رضوي
1031,چكنه,Chekeneh,خراسان رضوي
1032,فيروزه,Firuzeh,خراسان رضوي
1033,عشق آباد,Eshqabad,خراسان رضوي
1034,نيشابور,Neyshabur,خراسان رضوي
1035,خرو,Kharv,خراسان رضوي
1036,قدمگاه,Qadamgah,خراسان رضوي
1037,درود,Darud,خراسان رضوي
1038,چناران,Chenaran,خراسان رضوي
1039,شانديز,Shandiz,خراسان رضوي
1040,طرقبه,Torqabeh,خراسان رضوي
1041,رضويه,Razaviyeh,خراسان رضوي
1042,شهرزو,Shahrezu,خراسان رضوي
1043,سرخس,Sarakhs,خراسان رضوي
1044,مزدآوند,Mazdavand,خراسان رضوي
1045,بار,Bar,خراسان رضوي
1046,گلمكان,Golmakan,خراسان رضوي
1047,كلات,Kalat,خراسان رضوي
1048,اميريه,Amiriyeh,سمنان
1049,جلين,Jelin,گلستان
1050,ايور,Ivar,خراسان شمالي
1051,مشهد,Mashhad,خراسان رضوي
1052,گرگان,Gorgan,گلستان
1053,بيرجند,Birjand,خراسان جنوبي
1054,قهستان,Qohestan,خراسان جنوبي
1055,طبس مسينا,Tabas-e Masina,خراسان جنوبي
1056,فراشبند,Farashband,فارس
1057,فيروزآباد,Firuzabad,فارس
1058,ميمند,Meymand,فارس
1059,بنارويه,Bonaruyeh,فارس
1060,انديمشك,Andimeshk,خوزستان
1061,مسجدسليمان,Masjedsoleyman,خوزستان
1062,استهبان,Estahban,فارس
1063,درچه پياز,Dorchehpiyaz,اصفهان
1064,اصفهان,Esfahan,اصفهان
1065,گرمه,Garmeh,خراسان شمالي
1066,جاجرم,Jajarm,خراسان شمالي
1067,كيش,Kish,هرمزگان
1068,گوهران,Gowharan,هرمزگان
1069,سردشت,Sardasht,هرمزگان
1070,بندرامام خميني,Bandar-e Emamkhomeyni,خوزستان
